Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CCs	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price 
HDC68A	Engine Part	Cylinder Head	"""324+ *413 CID TRK.FLAT BOSS, OHV 16V"""	"Dodge, Chrysler"		6.8L														C					Call for inventory	75
HDC72B	Engine Part	Cylinder Head	"""906+ *400/ 440 CID V8 RND.C, OHV 16V"""	"Dodge, Chrysler"		"6.6L, 7.2L"														C					Call for inventory	75
HDC80A	Engine Part	Cylinder Head	854 *O20 V10	"Dodge, Chrysler"																FI					Call for inventory	200
HDC83AA	Engine Part	Cylinder Head	*O20 RAM SRT-10 V10	"Dodge, Chrysler"																FI					Call for inventory	500
HFO16AA	Engine Part	Cylinder Head	771M+*O08 OHV PINTO W/O SMOG	Ford																C					Call for inventory	100
HFO16AB	Engine Part	Cylinder Head	771M+*O08 OHV PINTO W/ SMOG HO	Ford																FI					Call for inventory	100
HFO16BA	Engine Part	Cylinder Head	E1+ *ESCORT ROUND CHAMBER -NON-R- SOHC 8V `81-85	Ford		1.6L														C					Call for inventory	75
HFO19AA	Engine Part	Cylinder Head	E5EEA*HEART CHAMBER- NON-R- CARB- SOHC 8V `85-86	Ford		1.9L														#E5EE-A					Call for inventory	75
HFO19AB	Engine Part	Cylinder Head	"""E5EED*ROUND CHMB.NON-ROL.F, SOHC 8V `85-86"""	Ford		1.9L														#E5EE-D					Call for inventory	75
HFO19AC	Engine Part	Cylinder Head	E5EEF*S08 ROUND CHMB.NON-ROL.H	Ford																FI					Call for inventory	75
HFO19AD	Engine Part	Cylinder Head	"""E7EE+ *D CHMB.ROLLER +H=E8E, SOHC 8V `86-90"""	Ford		1.9L																			Call for inventory	75
HFO19AE	Engine Part	Cylinder Head	"""E7EE+ *D CHMB.NON ROLLER +H=E8E, SOHC 8V `86-90"""	Ford		1.9L														FI					Call for inventory	75
HFO19AF	Engine Part	Cylinder Head	"""E7EEG*ROUND CHMB.NON-ROL., SOHC 8V `86-90"""	Ford		1.9L														FI					Call for inventory	75
HFO19AG	Engine Part	Cylinder Head	"""E7EEG*ROUND CHMB.ROLLER, SOHC 8V `86-90"""	Ford		1.9L																			Call for inventory	75
HFO19AH	Engine Part	Cylinder Head	"""FOEE *C/BOLT V/C NO CAM SE, SOHC 8V `91-95"""	Ford		1.9L														FI					Call for inventory	90
HFO19AJ	Engine Part	Cylinder Head	"""F0EE *C/BOLT V/C W/ CAM SE, SOHC 8V `91-95"""	Ford		1.9L														FI					Call for inventory	90
HFO19AK	Engine Part	Cylinder Head	F4CE *S08 C/BOLT V/C	Ford																FI					Call for inventory	75
HFO20AA	Engine Part	Cylinder Head	"""70HM *PINTO,2.0L 2000CC FOI4, SOHC 8V `71-74"""	Ford		2.0L														CARB					Call for inventory	100
HFO20BA	Engine Part	Cylinder Head	"""E2+ *RANGER +E3 ROUND INT, SOHC 8V `83-88"""	Ford		2.0L														CARB					Call for inventory	100
HFO20BB	Engine Part	Cylinder Head	"""E67E *S08 ROLLER,2.0L FOI4"""	Ford																					Call for inventory	100
HFO20CA	Engine Part	Cylinder Head	928M *D16 Z-TEC ADJ.CUPS	Ford																FI					Call for inventory	100
HFO20CB	Engine Part	Cylinder Head	"""948M+*Z-TEC RIGHT SIDE IN., DOHC 16V `95-98"""	Ford		2.0L														FI					Call for inventory	100
HFO20CC	Engine Part	Cylinder Head	"""958M *Z-TEC HYD., DOHC 16V `95-00"""	Ford		2.0L														FI					Call for inventory	100
HFO20CD	Engine Part	Cylinder Head	"""978M *Z-TEC LEFT REAR EX.S, DOHC 16V `98-99"""	Ford		2.0L														FI					Call for inventory	100
HFO20CE	Engine Part	Cylinder Head	"""XS7E *ZETEC LEFT REAR EX.SENSOR, DOHC 16V `00 +"""	Ford		2.0L														FI					Call for inventory	125
HFO20CF	Engine Part	Cylinder Head	"""YS4E *ZETEC RIGHT REAR IN., DOHC 16V `00-01"""	Ford		2.0L														FI					Call for inventory	125
HFO20CG	Engine Part	Cylinder Head	2M5V *D16 ZETEC	Ford																FI					Call for inventory	125
HFO20DA	Engine Part	Cylinder Head	"""F7CE *""""SPLIT PORT""""W/8 INT.B, SOHC 8V `97-00"""	Ford		2.0L														FI					Call for inventory	100
HFO20DB	Engine Part	Cylinder Head	"""YS4E *SPLIT PORT 7 BOLT IN, SOHC 8V `00 +"""	Ford		2.0L														FI					Call for inventory	100
HFO20FA	Engine Part	Cylinder Head	1S7G *D16 DURATEC	Ford																FI					Call for inventory	125
HFO23AA	Engine Part	Cylinder Head	D4 *S08 4 ROUND INT.PORTS	Ford																CARB					Call for inventory	75
HFO23AB	Engine Part	Cylinder Head	"""D6EE+*2 RND.+2 OVAL PORTS-, SOHC 8V `75-80"""	Ford		2.3L														CARB					Call for inventory	75
HFO23ACS	Engine Part	Cylinder Head	D9ZE *S08 OVAL INTAKE PORTS -C	Ford																CARB					Call for inventory	75
HFO23AD	Engine Part	Cylinder Head	E1BE+*S08 4 D INT.PORTS-CARB.	Ford																CARB					Call for inventory	75
HFO23AE	Engine Part	Cylinder Head	"""E59E+*4 D INT.PORTS- F.I., SOHC 8V `85-90"""	Ford		2.3L														FI					Call for inventory	75
HFO23AES	Engine Part	Cylinder Head	"""E5ZE+*4 D INT.PORTS W/AIR, SOHC 8V `86-90"""	Ford		2.3L														FI					Call for inventory	75
HFO23AF	Engine Part	Cylinder Head	E59E+*S08 D INT.PORTS W/CARB.	Ford																C					Call for inventory	75
HFO23AG	Engine Part	Cylinder Head	"""E59E+*4 PLUG ROLLER CAM, SOHC 8V D PORTS, HEART CHMBR `87-89"""	Ford		2.3L														FI					Call for inventory	75
HFO23AH	Engine Part	Cylinder Head	E27E *S08 2RND/2 OVL.INT.-OVL.	Ford																C					Call for inventory	75
HFO23AJ	Engine Part	Cylinder Head	"""E8+ *8 PLUG ROLLER +E9,F2, SOHC 8V"""	Ford		2.3L														FI					Call for inventory	125
HFO23AK	Engine Part	Cylinder Head	E89E+*S08 8 PLUG NON-ROLLER	Ford																FI					Call for inventory	100
HFO23AL	Engine Part	Cylinder Head	"""F57E *8 PLUG ROLLER, SOHC 8V"""	Ford		2.3L														FI					Call for inventory	125
HFO23AM	Engine Part	Cylinder Head	E1BE+*S08 D INT.PORTS W/ FI	Ford																FI					Call for inventory	75
HFO23BA	Engine Part	Cylinder Head	"""E43E *TEMPO, SOHC 8V `84-87"""	Ford		2.3L														FI					Call for inventory	100
HFO23BB	Engine Part	Cylinder Head	"""E53E *TEMPO, SOHC 8V `85-86"""	Ford		2.3L														FI					Call for inventory	100
HFO23BC	Engine Part	Cylinder Head	"""E73E *TEMPO, SOHC 8V `87-88"""	Ford		2.3L														FI					Call for inventory	100
HFO23BE	Engine Part	Cylinder Head	"""E83E *TEMPO HEART, SOHC 8V `88-92"""	Ford		2.3L														FI					Call for inventory	100
HFO23BF	Engine Part	Cylinder Head	"""F13E+*TEMPO +F23E, SOHC 8V `91-94"""	Ford		2.3L														FI					Call for inventory	100
HFO23CA	Engine Part	Cylinder Head	1L5G+*D16 DURATEC +2.3	Ford																FI					Call for inventory	100
HFO23CB	Engine Part	Cylinder Head	1S7G+*D16 DURATEC +2.3	Ford																FI					Call for inventory	125
HFO23CC	Engine Part	Cylinder Head	3S4G+*D16 DURATEC +2.3	Ford																FI					Call for inventory	125
HFO23CD	Engine Part	Cylinder Head	3L8G+*D16 DURATEC +2.3	Ford																FI					Call for inventory	125
HFO25AA	Engine Part	Cylinder Head	"""E63E+E7DE *TEMPO 2.5L I4, OHV 8V `88-91"""	Ford		2.5L														FI					Call for inventory	100
HFO25BA	Engine Part	Cylinder Head	"""F53E *DURATEC V6, DOHC 24V"""	Ford		2.5L														FI					Call for inventory	100
HFO25BB	Engine Part	Cylinder Head	"""F73E *DURATEC V6, DOHC 24V"""	Ford		2.5L														FI					Call for inventory	100
HFO25BC	Engine Part	Cylinder Head	"""1S7E *DURATEC V6, DOHC 24V `01+"""	Ford		2.5L														FI					Call for inventory	100
HFO25CA	Engine Part	Cylinder Head	F57E *S08 8 PLUG RANGER FOI4 +	Ford																FI					Call for inventory	125
HFO26AA	Engine Part	Cylinder Head	70TM *CAPRI V6(2.8L 2EX.PO `72-73	Ford		2.6L														C					Call for inventory	75
HFO28AA	Engine Part	Cylinder Head	"""75TM *V6, OHV 12V `74-75"""	Ford		2.8L														CARB					Call for inventory	75
HFO28AB	Engine Part	Cylinder Head	"""77TM+*V6 +83TM, OHV 12V"""	Ford		2.8L														C					Call for inventory	75
HFO29AA	Engine Part	Cylinder Head	"""86TM *V6, OHV 12V"""	Ford		2.9L														FI					Call for inventory	75
HFO30AA	Engine Part	Cylinder Head	"""E6AE *VULCAN-TAURUS, OHV 12V `86-98"""	Ford		3.0L														FI					Call for inventory	75
HFO30AB	Engine Part	Cylinder Head	"""F6DE *VULCAN-TAURUS,7 OR 8 MM VALVE OHV 12V `96-99"""	Ford		3.0L														FI					Call for inventory	75
HFO30AC	Engine Part	Cylinder Head	YF1Z *O12 V6 -7mm VALVES	Ford																FI					Call for inventory	50
HFO30BA	Engine Part	Cylinder Head	"""F5DE *DURATEC,V6 L&R'S, DOHC 24V `95+"""	Ford		3.0L														FI					Call for inventory	100
HFO30BB	Engine Part	Cylinder Head	"""F7DE *DURATEC,V6 L&R'S, DOHC 24V `97-99"""	Ford		3.0L														FI					Call for inventory	100
HFO30BC	Engine Part	Cylinder Head	"""*YF1E (RIGHT HEAD) *YL8E(LEFT HEAD) *DURATEC V6 DOHC 24V L&R'S, `00+"""	Ford		3.0L																			Call for inventory	100
HFO30BD	Engine Part	Cylinder Head	"""XW4E *DURATEC-NON SENSOR, DOHC 24V `00+"""	Ford		3.0L														FI					Call for inventory	150
HFO30BF	Engine Part	Cylinder Head	"""XW4E *DURATEC-W/ CAM SENSOR, DOHC 24V `00+"""	Ford		3.0L																			Call for inventory	150
HFO30BG	Engine Part	Cylinder Head	"""3L8E *DURATEC-W/O VVT L&R', DOHC 24V `03-"""	Ford		3.0L																			Call for inventory	150
HFO30BJ	Engine Part	Cylinder Head	"""3M4E *DURATEC-W/ VVT'S L&R, DOHC 24V `09+"""	Ford		3.0L																			Call for inventory	150
HFO33AA	Engine Part	Cylinder Head	"""C5+ *O12 200 CID 1.5""""CARB +C6"""	Ford																CARB					Call for inventory	100
HFO33AC	Engine Part	Cylinder Head	"""C9+ *200 CID +D5,D8 I6, OHV 12V `69-78"""	Ford		3.3L														CARB					Call for inventory	100
HFO37AA	Engine Part	Cylinder Head	"""115 *223 CID L6 HEAD, OHV 12V `47-64"""	Ford		3.7L																			Call for inventory	100
HFO38AA	Engine Part	Cylinder Head	"""E2AE+*V6 +E2DE,E3SE, OHV 12V `82-86"""	Ford		3.8L														CARB					Call for inventory	60
HFO38AB	Engine Part	Cylinder Head	"""E4ZE *V6 HEART CHAMBER, OHV 12V `84-87"""	Ford		3.8L														FI					Call for inventory	60
HFO38AC	Engine Part	Cylinder Head	"""E8DE+*V6 +E9DE, OHV 12V `88-95"""	Ford		3.8L														FI					Call for inventory	60
HFO38AD	Engine Part	Cylinder Head	"""E9SE+*V6 S/C +E1SE, OHV 12V `88-92"""	Ford		3.8L														FI					Call for inventory	60
HFO38AE	Engine Part	Cylinder Head	"""F15E-*D CHAMBER F15E-A7A, OHV 12V `91-92"""	Ford		3.8L														FI					Call for inventory	60
HFO38AF	Engine Part	Cylinder Head	"""F3SE *S/C V6, OHV 12V `93-95"""	Ford		3.8L														FI					Call for inventory	60
HFO38AG	Engine Part	Cylinder Head	"""F35E-*D CHAMBER F35E-A7A, OHV 12V `93-95"""	Ford		3.8L														FI					Call for inventory	60
HFO38AH	Engine Part	Cylinder Head	F35E+*O12 V6 +F45E	Ford																FI					Call for inventory	60
HFO38AJ	Engine Part	Cylinder Head	"""F4SE *NON S/C V6, OHV 12V `94-95"""	Ford		3.8L														FI					Call for inventory	60
HFO38AK	Engine Part	Cylinder Head	"""F68E+*3 PORT V6 +F6,7ZE, OHV 12V `93-95"""	Ford		3.8L														EFI					Call for inventory	60
HFO38AM	Engine Part	Cylinder Head	"""XF2E *6 PORT INT. ALSO FITS, OHV 12V `99+"""	Ford		3.8L														FI					Call for inventory	90
HFO38AN	Engine Part	Cylinder Head	"""YF2E *6 PORT INT., OHV 12V `"""	Ford		"3.8L, 4.2L"																			Call for inventory	90
HFO39AA	Engine Part	Cylinder Head	"""XW43 *ALUM V8, DOHC 32V"""	Ford		3.9L														FI					Call for inventory	150
HFO39AB	Engine Part	Cylinder Head	"""XR83 *ALUM.HEAD V8, DOHC 32V"""	Ford		3.9L														FI					Call for inventory	150
HFO40AA	Engine Part	Cylinder Head	"""90TM+*""""T"""" 4.0L V6 + 93TM, OHV 12V `90-94"""	Ford		4.0L														FI					Call for inventory	75
HFO40AB	Engine Part	Cylinder Head	"""95TM+*""""U"""" V6 + 97TM, OHV 12V"""	Ford		4.0L														FI					Call for inventory	75
HFO40AC	Engine Part	Cylinder Head	"""98TM *O12 """"A"""" V6"""	Ford																FI					Call for inventory	75
HFO40AD	Engine Part	Cylinder Head	97JM *S12 V6 -L&R DIFF.	Ford																FI					Call for inventory	100
HFO40AE	Engine Part	Cylinder Head	"""1L2E *V6 - L & R DIFF., SOHC 12V"""	Ford		4.0L														FI					Call for inventory	100
HFO41AA	Engine Part	Cylinder Head	C6-9+*O12 200/250 CID AIR	Ford																FI					Call for inventory	100
HFO41AB	Engine Part	Cylinder Head	"""E0BE *O12 200/250 CID1.75""""CARB"""	Ford																CARB					Call for inventory	50
HFO42AA	Engine Part	Cylinder Head	"""E0SE+*255 CID V8+ E1SE, OHV 12V `81-82"""	Ford		4.2L														CARB					Call for inventory	35
HFO42BA	Engine Part	Cylinder Head	F65E *O12 3PORT INT. 4.2L V6	Ford																FI					Call for inventory	75
HFO42BB	Engine Part	Cylinder Head	"""F65E+F75E*6PORT INT.3.8/ 4.2L +, OHV 12V"""	Ford		"3.8L, 4.2L"														FI					Call for inventory	90
HFO42BC	Engine Part	Cylinder Head	"""XF2E *SAME AS HFO38AM, OHV 12V"""	Ford		4.2L														FI					Call for inventory	90
HFO46DA	Engine Part	Cylinder Head	#F2LE DOHC 32V L&R `93+	Ford		4.6L														FI					Call for inventory	125
HFO46DB	Engine Part	Cylinder Head	"""#F50D DOHC, +F6ZE"""	Ford		4.6L														FI					Call for inventory	125
HFO46DC	Engine Part	Cylinder Head	"""#XR3E+ DOHC, +YR3E(LOOKS SAME) `99+"""	Ford		4.6L														FI					Call for inventory	125
HFO46DD	Engine Part	Cylinder Head	#XW1E DOHC	Ford																FI					Call for inventory	125
HFO46DH	Engine Part	Cylinder Head	#2C5E DOHC L/H -6C064-AC	Ford																FI					Call for inventory	250
HFO46RA	Engine Part	Cylinder Head	#F1AE SOHC `90-92	Ford		4.6L														FI					Call for inventory	60
HFO46RB	Engine Part	Cylinder Head	"""#F4AE SOHC, +F2AE L&R `94-95"""	Ford		4.6L														FI					Call for inventory	75
HFO46RC	Engine Part	Cylinder Head	"""#F5AE SOHC, L&R `95-99 """	Ford		4.6L														FI					Call for inventory	75
HFO46RD	Engine Part	Cylinder Head	#F8AE SOHC NON PI `98+	Ford		4.6L														FI					Call for inventory	100
HFO46RE	Engine Part	Cylinder Head	#1L2E SOHC PI L&R `01-02	Ford		4.6L																			Call for inventory	125
HFO46WA	Engine Part	Cylinder Head	"""#F65E SOHC, +F6AE"""	Ford																FI					Call for inventory	125
HFO46WB	Engine Part	Cylinder Head	"""#XL3E SOHC, PI,FITS 5.4L ALSO `99-00"""	Ford		4.6L														FI					Call for inventory	125
HFO46WC	Engine Part	Cylinder Head	"""#2L1E SOHC, PI, FITS 5.4L ALSO `02+"""	Ford		4.6L														FI					Call for inventory	125
HFO47AA	Engine Part	Cylinder Head	C5+ *O16 289 CID V8	Ford																CARB					Call for inventory	75
HFO49AAS	Engine Part	Cylinder Head	"""C5-D2*O12 240/300 3/8""""STUD W/AIR `65-76"""	Ford		4.9L														CARB					Call for inventory	60
HFO49AB	Engine Part	Cylinder Head	"""C5-D8*O12 300 CID 5/16""""STUD `77-84"""	Ford		4.9L														CARB					Call for inventory	60
HFO49ABS	Engine Part	Cylinder Head	"""C5-D8*O12 300 CID 5/16""""STUD W/AIR `77-84"""	Ford		4.9L														CARB					Call for inventory	60
HFO49AC	Engine Part	Cylinder Head	E4TE+*O12 300 CID CARB BDR +E5 `84-87	Ford		4.9L														CARB					Call for inventory	100
HFO49ACS	Engine Part	Cylinder Head	E4TE+*O12 300 CID CARB W/ AIR + E5 `84-87	Ford		4.9L														CARB					Call for inventory	125
HFO49AD	Engine Part	Cylinder Head	E7TE *O12 300 CID FI NO AIR `96+	Ford		4.9L														FI					Call for inventory	125
HFO49ADS	Engine Part	Cylinder Head	E7TE *O12 300 CID FI W/AIR	Ford																FI					Call for inventory	125
HFO50AA	Engine Part	Cylinder Head	"""C8TE+*O16 302 CID W/ 3/8""""STUDS `68-69"""	Ford		5.0L														CARB					Call for inventory	75
HFO50AAS	Engine Part	Cylinder Head	"""C8TE+*O16 302 CID 3/8""""STUD W/"""	Ford																CARB					Call for inventory	75
HFO50AB	Engine Part	Cylinder Head	"""D0OE+*O16 302 CID 5/16""""STUD `70-79"""	Ford		5.0L														CARB					Call for inventory	75
HFO50ABS	Engine Part	Cylinder Head	"""D0OE+*O16 302 CID 5/16""""STUD W/AIR `70-79"""	Ford		5.0L														CARB					Call for inventory	75
HFO50ACS	Engine Part	Cylinder Head	"""D4-D5*O16 302 CID STUD,AIR W/B"""	Ford																CARB					Call for inventory	75
HFO50ADS	Engine Part	Cylinder Head	D5-D8*O16 302 CID STUD W/ SIDE	Ford																CARB					Call for inventory	75
HFO50AES	Engine Part	Cylinder Head	D4-D8*O16 302 CID BDR W/SIDE A	Ford		5.0L														CARB					Call for inventory	35
HFO50AF	Engine Part	Cylinder Head	E5AE+*O16 302 CID BDR CARB	Ford																CARB					Call for inventory	35
HFO50AFS	Engine Part	Cylinder Head	E5AE+*O16 302 CID BDR CARB W/A	Ford																CARB					Call for inventory	35
HFO50AG	Engine Part	Cylinder Head	E7TE+ E5TE*O16 302 CID V8 `81-95	Ford		5.0L														FI					Call for inventory	50
HFO50AH	Engine Part	Cylinder Head	E6SE+*O16 302 CID H.O. +E8SE	Ford		5.0L														FI					Call for inventory	75
HFO50AJ	Engine Part	Cylinder Head	E8JE *O16 302 V8 MARINE? `88+	Ford		5.0L														FI					Call for inventory	50
HFO50AK	Engine Part	Cylinder Head	FISE+*O16 302 CID GT40 HEAD 3	Ford																FI					Call for inventory	75
HFO50AL	Engine Part	Cylinder Head	F7TE *O16 302 CID GT40P 4-BARS *GT40P `99-02	Ford		5.0L														FI					Call for inventory	75
HFO50AM	Engine Part	Cylinder Head	F3ZE *O16 GT40P HEAD-3 BARS BD	Ford																FI					Call for inventory	130
HFO54BA	Engine Part	Cylinder Head	C4TE+*O16 330CID+ M/D 10 BT.NO	Ford																CARB					Call for inventory	75
HFO54BAS	Engine Part	Cylinder Head	C4TE+*O16 330CID+ M/D NO ROT.W	Ford																C					Call for inventory	75
HFO54CA	Engine Part	Cylinder Head	"""#F75E SOHC 2V, """	Ford		5.4L									Single	16				4.6L ALSO					Call for inventory	125
HFO54CB	Engine Part	Cylinder Head	"""#XL3E SOHC 2V,PI, `99-00"""	Ford		5.4L														4.6L ALSO					Call for inventory	125
HFO54CC	Engine Part	Cylinder Head	#XL1E DOHC 4V	Ford		5.4L									Twin	32									Call for inventory	125
HFO54CD	Engine Part	Cylinder Head	#2L1E DOHC 4V	Ford		5.4L									Twin	32									Call for inventory	225
HFO54CE	Engine Part	Cylinder Head	"""#2L1E SOHC 2V,FITS 4.6 `02+"""	Ford		5.4L														FI					Call for inventory	125
HFO54CF	Engine Part	Cylinder Head	"""#YL7E DOHC 4V,-6C064AC,AF `99-02"""	Ford		5.4L														FI					Call for inventory	225
HFO54CG	Engine Part	Cylinder Head	#3L3E SOHC 3V	Ford		5.4L									Single	24				LEFT AND RIGHT HEADS ARE DIFFERENT					Call for inventory	225
HFO54Z1	Engine Part	Cylinder Head	C2TE+*O16 332 CID V8 +117	Ford																C					Call for inventory	75
HFO58CA	Engine Part	Cylinder Head	D0AE-*O16 351 CID CLEVELAND +D	Ford																CARB					Call for inventory	75
HFO58CAS	Engine Part	Cylinder Head	DOAE+*O16 351C W/AIR +D3AE	Ford																CARB					Call for inventory	75
HFO58WA	Engine Part	Cylinder Head	"""C9-D00E*O16 351W CID W/ 3/8"""" STUD `69-70"""	Ford		5.8L														CARB					Call for inventory	75
HFO58WAS	Engine Part	Cylinder Head	"""C9-D0*O16 351W CID W/ 3/8""""ST.W"""	Ford																CARB					Call for inventory	75
HFO58WB	Engine Part	Cylinder Head	"""D5AE+*O16 351W CID 5/16""""STUD `70-84"""	Ford		5.8L														CARB					Call for inventory	75
HFO58WBS	Engine Part	Cylinder Head	"""D5AE+*O16 351W CID 5/16""""ST.W/"""	Ford		5.8L														CARB					Call for inventory	75
HFO58WC	Engine Part	Cylinder Head	D7-D9*O16 351W CID BDR `79-86	Ford		5.8L														FI					Call for inventory	75
HFO58WDS	Engine Part	Cylinder Head	E5TE+*O16 351W CID BDR W/AIR +E7TE `85-95	Ford		5.8L														FI					Call for inventory	75
HFO58WE	Engine Part	Cylinder Head	F3ZE *O16 351W CID GT40	Ford																FI					Call for inventory	75
HFO59AA	Engine Part	Cylinder Head	C4TE+*O16 391CID+ H/D 10 BOLT `64-78	Ford		5.9L														C					Call for inventory	150
HFO59AAS	Engine Part	Cylinder Head	C4TE+*O16 361CID+ H/D 10 BT.EX W/ AIR `64-78	Ford		5.9L														C					Call for inventory	150
HFO60AA	Engine Part	Cylinder Head	080C2*O32 V8 DIT DIESEL-EXCURSION `03+	Ford		6.0L														D					Call for inventory	300
HFO61AA	Engine Part	Cylinder Head	"""D7TE+*O16 2BBL,370 CID V8 `79-87"""	Ford		6.1L														CARB					Call for inventory	100
